driving license_No,driving license_Yes,household car_0,household car_1,household car_2,household car_3,gender_female,gender_male,"employment_Pupil, student or apprentice/intern",employment_Unemployed,employment_Working full-time,age,monthly income,veh_time,mode,mode_enc,prob_0,prob_1,prob_2,prob_3,prob_4
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0845994024173364,4,4,0.25846887,0.10353199,0.06898423,0.015801786,0.5532131
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0410317305009019,4,4,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0359972965619418,2,2,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0359972965619418,2,2,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0359972965619418,2,2,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,0.0,0.506437372185614,0,0,0.17726065,0.06562829,0.014240685,0.015244586,0.7276258
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005762180888661,2,2,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3130847395360831,0,0,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5555555555555556,0.0182548809218587,2,2,0.15074062,0.35693437,0.04280759,0.024332251,0.42518514
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0234855539762055,4,4,0.17302619,0.14080939,0.027716774,0.017210538,0.6412371
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1428571428571428,0.8888888888888888,0.0452075562404867,2,2,0.08595798,0.17875794,0.11062884,0.040431056,0.5842242
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.1389607098225957,2,2,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0139600724943112,0,0,0.25846887,0.10353199,0.06898423,0.015801786,0.5532131
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0260374073109322,2,2,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,1.0,0.5981328299106294,3,3,0.21602985,0.16427232,0.018277833,0.019861313,0.5815587
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0177572103072284,2,2,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0010798838469545,4,4,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,0.0,0.0966691942308901,2,2,0.052430972,0.41550133,0.03319205,0.017633047,0.48124266
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,0.0,0.0341585852098582,1,1,0.039919402,0.45314837,0.026545567,0.014844781,0.4655419
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0144204874083364,2,2,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0214532368097443,0,0,0.07325397,0.14829226,0.032872677,0.018456457,0.72712463
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.0081308549309931,4,4,0.14400047,0.32146567,0.0306358,0.018558405,0.4853396
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,0.8888888888888888,0.2392311266765235,3,3,0.3024952,0.13949144,0.06427485,0.022748671,0.4709898
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0882105844889312,2,2,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1393983126222224,4,4,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0258155831236317,4,4,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,1.0,0.5027239243098343,3,3,0.21602985,0.16427232,0.018277833,0.019861313,0.5815587
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,0.3333333333333333,0.0570240763250488,2,2,0.08431723,0.21077122,0.047870867,0.022231665,0.6348091
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,0.3333333333333333,0.0225064563503409,1,1,0.08431723,0.21077122,0.047870867,0.022231665,0.6348091
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,0.2222222222222222,0.0238593989255901,1,1,0.090710655,0.18646424,0.050825033,0.021065466,0.65093464
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7777777777777777,0.0739129548486663,0,0,0.104771286,0.27084178,0.11306144,0.03926252,0.472063
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7777777777777777,0.0739129548486663,0,0,0.21497121,0.33751947,0.050694395,0.026607892,0.370207
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1428571428571428,0.6666666666666666,0.5252848680339568,2,2,0.059370086,0.24262568,0.013922164,0.015199375,0.6688827
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.1490841182213567,2,2,0.18788141,0.2384484,0.14912933,0.02166453,0.4028763
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0451895871033712,0,0,0.19274515,0.12399136,0.053046927,0.015563214,0.6146534
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0352652078466406,2,2,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1428571428571428,0.0,0.2598735003549084,0,0,0.06596341,0.17437021,0.07410666,0.018552786,0.6670069
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0279904228580247,4,4,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5939560948520161,3,3,0.21823573,0.04399287,0.013136488,0.014062551,0.71057236
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0730772751441114,2,2,0.2834718,0.13289246,0.038517557,0.01825196,0.52686626
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,1.0,0.3041068744906099,3,3,0.12973718,0.16269754,0.15330337,0.026566524,0.5276954
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0705081913000125,4,4,0.07325397,0.14829226,0.032872677,0.018456457,0.72712463
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1428571428571428,1.0,0.0678703281784085,2,2,0.18096115,0.50751424,0.058173157,0.020125229,0.23322624
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.041092350734974,2,2,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0213478970106866,4,4,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0367407377994482,4,4,0.17985192,0.22923304,0.07847908,0.029497733,0.48293823
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0279904228580247,0,0,0.11228238,0.12685736,0.06806444,0.02002502,0.6727708
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5555555555555556,0.1252889337451965,2,2,0.09150544,0.32661945,0.09661186,0.023502009,0.4617612
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.025842288551072,2,2,0.11378811,0.1469106,0.038549952,0.019188803,0.68156254
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4285714285714285,0.0,0.0698990158274506,1,1,0.047026206,0.14697951,0.06292374,0.01602149,0.727049
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.1146443645074827,1,1,0.09305254,0.2713399,0.12704924,0.021033365,0.4875249
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.0104220921562473,4,4,0.09305254,0.2713399,0.12704924,0.021033365,0.4875249
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1336162229227502,1,1,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.4444444444444444,0.1604583647720333,1,1,0.029814132,0.4719515,0.03173937,0.015601464,0.45089355
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.4444444444444444,0.0056304200183269,0,0,0.029814132,0.4719515,0.03173937,0.015601464,0.45089355
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.004094508023377,1,1,0.058855247,0.1922821,0.031587306,0.01871432,0.698561
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0806739249305492,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0134652896658789,4,4,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0273711455648565,1,1,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0185046891694995,1,1,0.21450683,0.0998741,0.06460366,0.015050736,0.60596466
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0907363624022339,1,1,0.07402978,0.18375507,0.021368045,0.017834751,0.7030123
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0041310646655822,1,1,0.058062356,0.23959993,0.030644601,0.029678335,0.64201474
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0598440825653593,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0425572574828858,1,1,0.058062356,0.23959993,0.030644601,0.029678335,0.64201474
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1198460914233362,0,0,0.058062356,0.23959993,0.030644601,0.029678335,0.64201474
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0913531351887264,0,0,0.08592373,0.522568,0.03523299,0.020770047,0.33550528
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.0404656002669915,2,2,0.13518512,0.19854121,0.08206433,0.024097392,0.56011194
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0194978672746548,0,0,0.05323838,0.20885673,0.030343283,0.018322164,0.6892394
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.060510182029799,2,2,0.04816126,0.14841983,0.022667402,0.024094228,0.75665724
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0677655609710258,1,1,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0314617684218213,2,2,0.060798608,0.21391411,0.030366447,0.029408952,0.6655119
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0415986210869008,4,4,0.04816126,0.14841983,0.022667402,0.024094228,0.75665724
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857142,0.8888888888888888,0.1627826586922765,4,4,0.220355,0.11074581,0.02797081,0.024858579,0.6160698
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.1382198227474116,4,4,0.058855247,0.1922821,0.031587306,0.01871432,0.698561
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.1781937727589891,1,1,0.0931292,0.07770999,0.17727801,0.01705096,0.63483185
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.1442279573641458,1,1,0.08592373,0.522568,0.03523299,0.020770047,0.33550528
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0129636714273434,4,4,0.05365763,0.18148474,0.030133128,0.018195262,0.71652925
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.1059407475982142,1,1,0.05365763,0.18148474,0.030133128,0.018195262,0.71652925
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1242561459514392,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0579338484612957,1,1,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0828416235622647,0,0,0.17302619,0.14080939,0.027716774,0.017210538,0.6412371
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0027211554256338,1,1,0.1150125,0.19572452,0.023333743,0.022854952,0.6430743
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.013693036840776,4,4,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.6666666666666666,0.0761464844538697,1,1,0.038742237,0.21536437,0.038624812,0.02050961,0.68675894
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.1050555488000815,1,1,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4285714285714285,1.0,0.0061827467583503,1,1,0.07599253,0.23563513,0.039966714,0.021604389,0.62680125
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0154230287063548,4,4,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0489734497895161,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0727150930647234,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0738016144750641,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.6666666666666666,0.0531397944040771,1,1,0.046309263,0.08624121,0.01721077,0.01428687,0.83595186
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.041011564101424,1,1,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0596694995188486,1,1,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.6666666666666666,0.013437217156418,0,0,0.16340512,0.1753705,0.0924802,0.02141652,0.54732764
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0842487342410051,2,2,0.03467652,0.14875253,0.14588381,0.015093873,0.6555933
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,1.0,0.0456869846119451,4,4,0.10984882,0.20127256,0.06309414,0.024454739,0.60132974
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.068366779126219,4,4,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0168916022134207,1,1,0.07325397,0.14829226,0.032872677,0.018456457,0.72712463
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,1.0,0.1581541565608422,0,0,0.07132202,0.26021227,0.036897775,0.01814891,0.61341906
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0368653300237384,1,1,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0909953103923281,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0995954883827606,0,0,0.05365763,0.18148474,0.030133128,0.018195262,0.71652925
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,0.8888888888888888,0.0998979160984141,4,4,0.04375824,0.082798816,0.015941959,0.01669496,0.840806
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0351390390555707,1,1,0.047342088,0.14287522,0.02209731,0.023264797,0.7644206
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.1122314104302246,1,1,0.060798608,0.21391411,0.030366447,0.029408952,0.6655119
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4285714285714285,1.0,0.0613367250953785,0,0,0.07599253,0.23563513,0.039966714,0.021604389,0.62680125
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.0317204402023813,1,1,0.17174456,0.16940877,0.04162695,0.018281663,0.59893805
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4285714285714285,0.5555555555555556,0.0900721064036743,0,0,0.041308288,0.15869278,0.035612788,0.016010089,0.7483761
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0401614904663092,0,0,0.08214176,0.16628973,0.03495821,0.021100456,0.6955099
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0310225766415033,0,0,0.09955434,0.17155424,0.09197727,0.014534786,0.62237936
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5714285714285714,1.0,0.044527562505431,0,0,0.072717816,0.22513574,0.02771587,0.022588385,0.6518422
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0469399641636207,1,1,0.17968439,0.2730925,0.074258424,0.024917908,0.44804674
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.048062830403799,1,1,0.13046604,0.26143903,0.043134972,0.024376076,0.5405839
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.0456221467513894,1,1,0.13291052,0.5146044,0.062358532,0.023061736,0.26706484
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.0342971337743226,1,1,0.13291052,0.5146044,0.062358532,0.023061736,0.26706484
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0817137265843895,1,1,0.17302619,0.14080939,0.027716774,0.017210538,0.6412371
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.1132007258937078,4,4,0.07324008,0.8207543,0.018986136,0.012101532,0.07491795
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0637213940749387,0,0,0.0778996,0.5127215,0.024422891,0.019122083,0.36583397
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0452355496112608,1,1,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.0802896771232007,0,0,0.060073294,0.20419148,0.030067844,0.028842721,0.6768246
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0146876394422933,1,1,0.289438,0.2950548,0.15277061,0.020377817,0.2423588
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4285714285714285,0.4444444444444444,0.0644759302459837,1,1,0.14104952,0.11966904,0.028536363,0.01567524,0.69506985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,1.0,0.1561989406479094,2,2,0.058855247,0.1922821,0.031587306,0.01871432,0.698561
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7142857142857142,1.0,0.0445762591773619,0,0,0.091769025,0.24414138,0.027405178,0.020531435,0.61615294
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0126258780291337,0,0,0.06236245,0.22944175,0.022256019,0.018575894,0.6673639
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.055791052136353,1,1,0.13291052,0.5146044,0.062358532,0.023061736,0.26706484
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.099667638037279,4,4,0.07325397,0.14829226,0.032872677,0.018456457,0.72712463
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.6666666666666666,0.0077875163936226,1,1,0.037707783,0.2101497,0.032125562,0.01968119,0.70033574
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4285714285714285,0.2222222222222222,0.0891457058327703,0,0,0.0879312,0.0957041,0.07718083,0.016803559,0.7223803
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.0,0.0241815740712033,4,4,0.059995417,0.67612296,0.020013412,0.016848385,0.22701983
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0480462578317443,1,1,0.052714422,0.14525782,0.016975123,0.014721396,0.7703312
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857142,0.8888888888888888,0.0756399906515331,1,1,0.050159585,0.25307247,0.02573984,0.04412569,0.62690246
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.0536303611577648,4,4,0.041941356,0.24435616,0.033574592,0.017144226,0.66298366
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1428571428571428,0.8888888888888888,0.0530627102196772,1,1,0.0782035,0.25165668,0.045613546,0.038227625,0.58629864
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0234975551252946,1,1,0.05365763,0.18148474,0.030133128,0.018195262,0.71652925
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0510104051037181,1,1,0.05365763,0.18148474,0.030133128,0.018195262,0.71652925
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.0151426806843124,4,4,0.13518512,0.19854121,0.08206433,0.024097392,0.56011194
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.070657847211927,1,1,0.05323838,0.20885673,0.030343283,0.018322164,0.6892394
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1428571428571428,1.0,0.0349970797688801,0,0,0.18788141,0.2384484,0.14912933,0.02166453,0.4028763
